"BehaviorSpace results (NetLogo 7.0.4),""Table version 2.0"""
Virus.nlogox
experimento_evolutivo
05/26/2026 18:57:23:470 -0500
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"49,""50"",""92"",""53"""
"44,""50"",""388"",""108"""
"47,""50"",""153"",""103"""
"49,""50"",""93"",""51"""
"48,""50"",""120"",""46"""
"45,""50"",""327"",""24"""
"44,""50"",""389"",""109"""
"47,""50"",""154"",""95"""
"48,""50"",""121"",""49"""
"49,""50"",""94"",""48"""
"45,""50"",""328"",""24"""
"44,""50"",""390"",""103"""
"47,""50"",""155"",""94"""
"48,""50"",""122"",""53"""
"49,""50"",""95"",""47"""
"45,""50"",""329"",""24"""
"44,""50"",""391"",""101"""
"49,""50"",""96"",""49"""
"48,""50"",""123"",""55"""
"47,""50"",""156"",""95"""
"45,""50"",""330"",""23"""
"49,""50"",""97"",""45"""
"44,""50"",""392"",""99"""
"48,""50"",""124"",""56"""
"47,""50"",""157"",""98"""
"49,""50"",""98"",""46"""
"45,""50"",""331"",""21"""
"44,""50"",""393"",""98"""
"48,""50"",""125"",""57"""
"47,""50"",""158"",""99"""
"49,""50"",""99"",""45"""
"45,""50"",""332"",""22"""
"44,""50"",""394"",""94"""
"48,""50"",""126"",""60"""
"49,""50"",""100"",""44"""
"47,""50"",""159"",""104"""
"45,""50"",""333"",""22"""
"48,""50"",""127"",""59"""
"49,""50"",""101"",""47"""
"44,""50"",""395"",""93"""
"45,""50"",""334"",""23"""
"47,""50"",""160"",""109"""
"48,""50"",""128"",""59"""
"49,""50"",""102"",""49"""
"45,""50"",""335"",""22"""
"44,""50"",""396"",""87"""
"47,""50"",""161"",""115"""
"49,""50"",""103"",""48"""
"48,""50"",""129"",""57"""
"45,""50"",""336"",""22"""
"44,""50"",""397"",""86"""
"47,""50"",""162"",""114"""
"49,""50"",""104"",""47"""
"48,""50"",""130"",""55"""
"45,""50"",""337"",""22"""
"44,""50"",""398"",""91"""
"47,""50"",""163"",""113"""
"49,""50"",""105"",""47"""
"48,""50"",""131"",""57"""
"45,""50"",""338"",""24"""
"49,""50"",""106"",""46"""
"44,""50"",""399"",""88"""
"47,""50"",""164"",""118"""
"48,""50"",""132"",""58"""
"45,""50"",""339"",""26"""
"49,""50"",""107"",""46"""
"47,""50"",""165"",""111"""
"44,""50"",""400"",""91"""
"48,""50"",""133"",""58"""
"49,""50"",""108"",""50"""
"45,""50"",""340"",""27"""
"47,""50"",""166"",""111"""
"44,""50"",""401"",""91"""
"48,""50"",""134"",""55"""
"45,""50"",""341"",""25"""
"49,""50"",""109"",""46"""
"47,""50"",""167"",""105"""
"48,""50"",""135"",""56"""
"44,""50"",""402"",""85"""
"45,""50"",""342"",""23"""
"49,""50"",""110"",""47"""
"48,""50"",""136"",""60"""
"47,""50"",""168"",""101"""
"44,""50"",""403"",""82"""
"45,""50"",""343"",""24"""
"49,""50"",""111"",""45"""
"48,""50"",""137"",""57"""
"44,""50"",""404"",""82"""
"47,""50"",""169"",""100"""
"49,""50"",""112"",""42"""
"45,""50"",""344"",""25"""
"49,""50"",""113"",""41"""
"48,""50"",""138"",""58"""
"44,""50"",""405"",""78"""
"47,""50"",""170"",""100"""
"45,""50"",""345"",""26"""
"49,""50"",""114"",""41"""
"48,""50"",""139"",""62"""
"44,""50"",""406"",""75"""
"47,""50"",""171"",""96"""
"45,""50"",""346"",""28"""
"49,""50"",""115"",""42"""
"48,""50"",""140"",""65"""
"47,""50"",""172"",""95"""
"45,""50"",""347"",""29"""
"44,""50"",""407"",""70"""
"49,""50"",""116"",""43"""
"48,""50"",""141"",""66"""
"47,""50"",""173"",""89"""
"45,""50"",""348"",""29"""
"44,""50"",""408"",""65"""
"48,""50"",""142"",""64"""
"49,""50"",""117"",""43"""
"47,""50"",""174"",""85"""
"44,""50"",""409"",""59"""
"45,""50"",""349"",""31"""
"48,""50"",""143"",""65"""
"49,""50"",""118"",""42"""
"44,""50"",""410"",""57"""
"47,""50"",""175"",""86"""
"45,""50"",""350"",""33"""
"45,""50"",""351"",""35"""
"49,""50"",""119"",""43"""
"44,""50"",""411"",""54"""
"48,""50"",""144"",""65"""
"47,""50"",""176"",""84"""
"49,""50"",""120"",""42"""
"45,""50"",""352"",""34"""
"48,""50"",""145"",""65"""
"44,""50"",""412"",""50"""
"47,""50"",""177"",""80"""
"49,""50"",""121"",""43"""
"45,""50"",""353"",""36"""
"44,""50"",""413"",""49"""
"48,""50"",""146"",""69"""
"47,""50"",""178"",""77"""
"49,""50"",""122"",""42"""
"45,""50"",""354"",""41"""
"44,""50"",""414"",""48"""
"47,""50"",""179"",""71"""
"48,""50"",""147"",""67"""
"49,""50"",""123"",""40"""
"45,""50"",""355"",""41"""
"44,""50"",""415"",""45"""
"47,""50"",""180"",""65"""
"48,""50"",""148"",""71"""
"49,""50"",""124"",""43"""
"45,""50"",""356"",""40"""
"47,""50"",""181"",""60"""
"48,""50"",""149"",""76"""
"44,""50"",""416"",""41"""
"45,""50"",""357"",""41"""
"49,""50"",""125"",""43"""
"48,""50"",""150"",""77"""
"45,""50"",""358"",""42"""
"44,""50"",""417"",""38"""
"49,""50"",""126"",""46"""
"47,""50"",""182"",""58"""
"49,""50"",""127"",""44"""
"45,""50"",""359"",""40"""
"47,""50"",""183"",""59"""
"48,""50"",""151"",""72"""
"44,""50"",""418"",""40"""
"45,""50"",""360"",""45"""
"49,""50"",""128"",""43"""
"48,""50"",""152"",""71"""
"44,""50"",""419"",""38"""
"47,""50"",""184"",""55"""
"45,""50"",""361"",""47"""
"48,""50"",""153"",""72"""
"49,""50"",""129"",""42"""
"44,""50"",""420"",""34"""
"47,""50"",""185"",""51"""
"45,""50"",""362"",""50"""
"48,""50"",""154"",""78"""
"49,""50"",""130"",""40"""
"44,""50"",""421"",""31"""
"47,""50"",""186"",""48"""
"44,""50"",""422"",""28"""
"49,""50"",""131"",""40"""
"45,""50"",""363"",""53"""
"48,""50"",""155"",""80"""
"47,""50"",""187"",""48"""
"45,""50"",""364"",""53"""
"49,""50"",""132"",""40"""
"44,""50"",""423"",""27"""
"47,""50"",""188"",""48"""
"48,""50"",""156"",""81"""
"44,""50"",""424"",""26"""
"45,""50"",""365"",""58"""
"47,""50"",""189"",""48"""
"49,""50"",""133"",""43"""
"48,""50"",""157"",""80"""
"38,""40"",""35"",""14"""
"44,""50"",""425"",""25"""
"45,""50"",""366"",""63"""
"47,""50"",""190"",""48"""
"49,""50"",""134"",""41"""
"48,""50"",""158"",""84"""
"45,""50"",""367"",""63"""
"44,""50"",""426"",""24"""
"47,""50"",""191"",""46"""
"49,""50"",""135"",""46"""
"48,""50"",""159"",""82"""
"45,""50"",""368"",""66"""
"44,""50"",""427"",""23"""
"49,""50"",""136"",""45"""
"47,""50"",""192"",""42"""
"48,""50"",""160"",""78"""
"44,""50"",""428"",""23"""
"45,""50"",""369"",""65"""
"49,""50"",""137"",""46"""
"47,""50"",""193"",""41"""
"48,""50"",""161"",""76"""
"44,""50"",""429"",""25"""
"45,""50"",""370"",""67"""
"47,""50"",""194"",""40"""
"49,""50"",""138"",""47"""
"48,""50"",""162"",""76"""
"44,""50"",""430"",""24"""
"45,""50"",""371"",""70"""
"49,""50"",""139"",""50"""
"47,""50"",""195"",""36"""
"48,""50"",""163"",""71"""
"44,""50"",""431"",""24"""
"45,""50"",""372"",""74"""
"49,""50"",""140"",""52"""
"47,""50"",""196"",""34"""
"48,""50"",""164"",""74"""
"44,""50"",""432"",""24"""
"45,""50"",""373"",""77"""
"47,""50"",""197"",""34"""
"49,""50"",""141"",""52"""
"48,""50"",""165"",""75"""
"44,""50"",""433"",""23"""
"45,""50"",""374"",""78"""
"47,""50"",""198"",""32"""
"49,""50"",""142"",""57"""
"44,""50"",""434"",""21"""
"48,""50"",""166"",""76"""
"45,""50"",""375"",""79"""
"49,""50"",""143"",""62"""
"47,""50"",""199"",""32"""
"48,""50"",""167"",""79"""
"44,""50"",""435"",""22"""
"45,""50"",""376"",""79"""
"47,""50"",""200"",""31"""
"49,""50"",""144"",""62"""
"44,""50"",""436"",""23"""
"45,""50"",""377"",""80"""
"48,""50"",""168"",""72"""
"47,""50"",""201"",""29"""
"49,""50"",""145"",""61"""
"44,""50"",""437"",""25"""
"45,""50"",""378"",""81"""
"48,""50"",""169"",""70"""
"47,""50"",""202"",""29"""
"49,""50"",""146"",""60"""
"44,""50"",""438"",""21"""
"45,""50"",""379"",""85"""
"48,""50"",""170"",""69"""
"47,""50"",""203"",""28"""
"49,""50"",""147"",""56"""
"45,""50"",""380"",""85"""
"44,""50"",""439"",""19"""
"48,""50"",""171"",""72"""
"47,""50"",""204"",""27"""
"49,""50"",""148"",""59"""
"44,""50"",""440"",""17"""
"45,""50"",""381"",""84"""
"48,""50"",""172"",""72"""
"47,""50"",""205"",""28"""
"49,""50"",""149"",""58"""
"44,""50"",""441"",""16"""
"45,""50"",""382"",""86"""
"48,""50"",""173"",""73"""
"47,""50"",""206"",""28"""
"49,""50"",""150"",""58"""
"44,""50"",""442"",""18"""
"45,""50"",""383"",""88"""
"48,""50"",""174"",""74"""
"47,""50"",""207"",""26"""
"49,""50"",""151"",""62"""
"44,""50"",""443"",""19"""
"45,""50"",""384"",""90"""
"47,""50"",""208"",""28"""
"48,""50"",""175"",""69"""
"49,""50"",""152"",""62"""
"44,""50"",""444"",""19"""
"45,""50"",""385"",""94"""
"47,""50"",""209"",""24"""
"48,""50"",""176"",""67"""
"44,""50"",""445"",""17"""
"49,""50"",""153"",""64"""
"45,""50"",""386"",""90"""
"47,""50"",""210"",""24"""
"48,""50"",""177"",""65"""
"44,""50"",""446"",""18"""
"49,""50"",""154"",""61"""
"45,""50"",""387"",""84"""
"47,""50"",""211"",""22"""
"48,""50"",""178"",""64"""
"44,""50"",""447"",""17"""
"49,""50"",""155"",""65"""
"45,""50"",""388"",""85"""
"47,""50"",""212"",""23"""
"44,""50"",""448"",""17"""
"48,""50"",""179"",""71"""
"45,""50"",""389"",""83"""
"49,""50"",""156"",""63"""
"47,""50"",""213"",""22"""
"44,""50"",""449"",""19"""
"48,""50"",""180"",""70"""
"47,""50"",""214"",""22"""
"45,""50"",""390"",""86"""
"44,""50"",""450"",""16"""
"49,""50"",""157"",""62"""
"48,""50"",""181"",""74"""
"47,""50"",""215"",""21"""
"45,""50"",""391"",""88"""
"44,""50"",""451"",""15"""
"49,""50"",""158"",""63"""
"48,""50"",""182"",""77"""
"47,""50"",""216"",""21"""
"44,""50"",""452"",""16"""
"49,""50"",""159"",""66"""
"45,""50"",""392"",""90"""
"47,""50"",""217"",""22"""
"44,""50"",""453"",""16"""
"48,""50"",""183"",""76"""
"49,""50"",""160"",""68"""
"45,""50"",""393"",""86"""
"48,""50"",""184"",""76"""
"47,""50"",""218"",""19"""
"44,""50"",""454"",""16"""
"49,""50"",""161"",""71"""
"45,""50"",""394"",""87"""
"47,""50"",""219"",""19"""
"48,""50"",""185"",""75"""
"44,""50"",""455"",""17"""
"49,""50"",""162"",""70"""
"45,""50"",""395"",""83"""
"44,""50"",""456"",""18"""
"47,""50"",""220"",""21"""
"48,""50"",""186"",""71"""
"45,""50"",""396"",""83"""
"49,""50"",""163"",""66"""
"44,""50"",""457"",""21"""
"47,""50"",""221"",""20"""
"45,""50"",""397"",""85"""
"49,""50"",""164"",""65"""
"48,""50"",""187"",""71"""
"45,""50"",""398"",""86"""
"47,""50"",""222"",""20"""
"44,""50"",""458"",""19"""
"49,""50"",""165"",""66"""
"48,""50"",""188"",""69"""
"45,""50"",""399"",""84"""
"44,""50"",""459"",""20"""
"47,""50"",""223"",""17"""
"49,""50"",""166"",""66"""
"48,""50"",""189"",""71"""
"45,""50"",""400"",""83"""
"44,""50"",""460"",""20"""
"47,""50"",""224"",""26"""
"49,""50"",""167"",""70"""
"48,""50"",""190"",""70"""
"44,""50"",""461"",""20"""
"47,""50"",""225"",""24"""
"45,""50"",""401"",""83"""
"49,""50"",""168"",""72"""
"48,""50"",""191"",""69"""
"44,""50"",""462"",""24"""
"47,""50"",""226"",""25"""
"45,""50"",""402"",""81"""
"49,""50"",""169"",""71"""
"48,""50"",""192"",""66"""
"44,""50"",""463"",""23"""
"47,""50"",""227"",""27"""
"45,""50"",""403"",""77"""
"49,""50"",""170"",""76"""
"48,""50"",""193"",""68"""
"44,""50"",""464"",""21"""
"47,""50"",""228"",""29"""
"45,""50"",""404"",""73"""
"49,""50"",""171"",""73"""
"44,""50"",""465"",""23"""
"48,""50"",""194"",""66"""
"47,""50"",""229"",""28"""
"45,""50"",""405"",""69"""
"49,""50"",""172"",""77"""
"44,""50"",""466"",""22"""
"48,""50"",""195"",""64"""
"47,""50"",""230"",""28"""
"49,""50"",""173"",""77"""
"45,""50"",""406"",""66"""
"44,""50"",""467"",""22"""
"47,""50"",""231"",""27"""
"48,""50"",""196"",""65"""
"49,""50"",""174"",""81"""
"45,""50"",""407"",""66"""
"47,""50"",""232"",""28"""
"44,""50"",""468"",""23"""
"49,""50"",""175"",""82"""
"48,""50"",""197"",""66"""
"38,""40"",""36"",""15"""
"44,""50"",""469"",""23"""
"49,""50"",""176"",""79"""
"48,""50"",""198"",""69"""
"45,""50"",""408"",""66"""
"47,""50"",""233"",""29"""
"45,""50"",""409"",""65"""
"49,""50"",""177"",""75"""
"47,""50"",""234"",""29"""
"44,""50"",""470"",""21"""
"48,""50"",""199"",""67"""
"45,""50"",""410"",""63"""
"44,""50"",""471"",""22"""
"49,""50"",""178"",""76"""
"47,""50"",""235"",""31"""
"45,""50"",""411"",""62"""
"44,""50"",""472"",""22"""
"48,""50"",""200"",""63"""
"49,""50"",""179"",""73"""
"45,""50"",""412"",""60"""
"47,""50"",""236"",""32"""
"44,""50"",""473"",""22"""
"48,""50"",""201"",""60"""
"49,""50"",""180"",""73"""
"47,""50"",""237"",""34"""
"49,""50"",""181"",""75"""
"48,""50"",""202"",""58"""
"45,""50"",""413"",""55"""
"44,""50"",""474"",""24"""
"45,""50"",""414"",""55"""
"49,""50"",""182"",""75"""
"47,""50"",""238"",""36"""
"45,""50"",""415"",""53"""
"48,""50"",""203"",""54"""
"44,""50"",""475"",""23"""
"49,""50"",""183"",""71"""
"47,""50"",""239"",""37"""
"45,""50"",""416"",""50"""
"48,""50"",""204"",""53"""
"44,""50"",""476"",""22"""
"49,""50"",""184"",""74"""
"47,""50"",""240"",""36"""
"45,""50"",""417"",""49"""
"44,""50"",""477"",""20"""
"48,""50"",""205"",""54"""
"47,""50"",""241"",""37"""
"49,""50"",""185"",""78"""
"45,""50"",""418"",""50"""
"48,""50"",""206"",""52"""
"44,""50"",""478"",""19"""
"47,""50"",""242"",""37"""
"49,""50"",""186"",""78"""
"45,""50"",""419"",""47"""
"44,""50"",""479"",""18"""
"48,""50"",""207"",""48"""
"47,""50"",""243"",""37"""
"45,""50"",""420"",""45"""
"49,""50"",""187"",""72"""
"44,""50"",""480"",""19"""
"48,""50"",""208"",""49"""
"47,""50"",""244"",""36"""
"45,""50"",""421"",""44"""
"44,""50"",""481"",""19"""
"49,""50"",""188"",""70"""
"48,""50"",""209"",""47"""
"44,""50"",""482"",""17"""
"45,""50"",""422"",""40"""
"47,""50"",""245"",""34"""
"49,""50"",""189"",""71"""
"45,""50"",""423"",""43"""
"44,""50"",""483"",""16"""
"48,""50"",""210"",""47"""
"47,""50"",""246"",""36"""
"49,""50"",""190"",""72"""
"44,""50"",""484"",""18"""
"45,""50"",""424"",""41"""
"47,""50"",""247"",""36"""
"48,""50"",""211"",""48"""
"49,""50"",""191"",""72"""
"44,""50"",""485"",""19"""
"45,""50"",""425"",""44"""
"47,""50"",""248"",""35"""
"48,""50"",""212"",""46"""
"44,""50"",""486"",""17"""
"49,""50"",""192"",""69"""
"45,""50"",""426"",""43"""
"47,""50"",""249"",""36"""
"48,""50"",""213"",""46"""
"44,""50"",""487"",""19"""
"45,""50"",""427"",""42"""
"49,""50"",""193"",""68"""
"44,""50"",""488"",""20"""
"47,""50"",""250"",""38"""
"48,""50"",""214"",""42"""
"45,""50"",""428"",""41"""
"49,""50"",""194"",""61"""
"44,""50"",""489"",""18"""
"47,""50"",""251"",""39"""
"48,""50"",""215"",""45"""
"45,""50"",""429"",""45"""
"44,""50"",""490"",""18"""
"49,""50"",""195"",""62"""
"47,""50"",""252"",""43"""
"48,""50"",""216"",""45"""
"45,""50"",""430"",""43"""
"47,""50"",""253"",""45"""
"44,""50"",""491"",""19"""
"49,""50"",""196"",""64"""
"48,""50"",""217"",""43"""
"45,""50"",""431"",""42"""
"44,""50"",""492"",""19"""
"47,""50"",""254"",""47"""
"45,""50"",""432"",""40"""
"48,""50"",""218"",""40"""
"49,""50"",""197"",""66"""
"47,""50"",""255"",""46"""
"44,""50"",""493"",""19"""
"48,""50"",""219"",""38"""
"49,""50"",""198"",""68"""
"45,""50"",""433"",""38"""
"44,""50"",""494"",""20"""
"47,""50"",""256"",""45"""
"45,""50"",""434"",""39"""
"49,""50"",""199"",""66"""
"48,""50"",""220"",""34"""
"44,""50"",""495"",""22"""
"47,""50"",""257"",""48"""
"45,""50"",""435"",""38"""
"49,""50"",""200"",""63"""
"44,""50"",""496"",""21"""
"48,""50"",""221"",""36"""
"38,""40"",""37"",""15"""
"47,""50"",""258"",""46"""
"45,""50"",""436"",""39"""
"44,""50"",""497"",""21"""
"48,""50"",""222"",""34"""
"44,""50"",""498"",""20"""
"45,""50"",""437"",""41"""
"49,""50"",""201"",""59"""
"47,""50"",""259"",""46"""
"44,""50"",""499"",""22"""
"49,""50"",""202"",""57"""
"48,""50"",""223"",""35"""
"45,""50"",""438"",""38"""
"47,""50"",""260"",""49"""
"49,""50"",""203"",""58"""
"44,""50"",""500"",""23"""
"48,""50"",""224"",""34"""
"47,""50"",""261"",""49"""
"45,""50"",""439"",""41"""
"47,""50"",""262"",""51"""
"49,""50"",""204"",""59"""
"48,""50"",""225"",""32"""
"45,""50"",""440"",""41"""
"48,""50"",""226"",""31"""
"49,""50"",""205"",""53"""
"50,""50"",""0"",""10"""
"47,""50"",""263"",""50"""
"50,""50"",""1"",""10"""
"45,""50"",""441"",""41"""
"48,""50"",""227"",""33"""
"50,""50"",""2"",""10"""
"49,""50"",""206"",""54"""
"47,""50"",""264"",""51"""
"50,""50"",""3"",""10"""
"50,""50"",""4"",""10"""
"45,""50"",""442"",""45"""
"49,""50"",""207"",""55"""
"47,""50"",""265"",""52"""
"48,""50"",""228"",""31"""
"50,""50"",""5"",""10"""
"49,""50"",""208"",""55"""
"45,""50"",""443"",""43"""
"47,""50"",""266"",""53"""
"50,""50"",""6"",""11"""
"48,""50"",""229"",""32"""
"50,""50"",""7"",""14"""
"49,""50"",""209"",""53"""
"45,""50"",""444"",""43"""
"47,""50"",""267"",""54"""
"50,""50"",""8"",""14"""
"48,""50"",""230"",""33"""
"50,""50"",""9"",""15"""
"45,""50"",""445"",""40"""
"47,""50"",""268"",""53"""
"49,""50"",""210"",""53"""
"50,""50"",""10"",""16"""
"48,""50"",""231"",""31"""
"50,""50"",""11"",""17"""
"45,""50"",""446"",""39"""
"47,""50"",""269"",""56"""
"49,""50"",""211"",""47"""
"50,""50"",""12"",""19"""
"48,""50"",""232"",""33"""
"50,""50"",""13"",""21"""
"45,""50"",""447"",""37"""
"47,""50"",""270"",""53"""
"50,""50"",""14"",""22"""
"49,""50"",""212"",""46"""
"50,""50"",""15"",""22"""
"48,""50"",""233"",""35"""
"47,""50"",""271"",""53"""
"45,""50"",""448"",""38"""
"50,""50"",""16"",""24"""
"49,""50"",""213"",""47"""
"50,""50"",""17"",""24"""
"48,""50"",""234"",""35"""
"50,""50"",""18"",""26"""
"45,""50"",""449"",""37"""
"47,""50"",""272"",""58"""
"49,""50"",""214"",""48"""
"50,""50"",""19"",""28"""
"48,""50"",""235"",""35"""
"50,""50"",""20"",""30"""
"47,""50"",""273"",""56"""
"45,""50"",""450"",""38"""
"49,""50"",""215"",""45"""
"50,""50"",""21"",""20"""
"48,""50"",""236"",""29"""
"50,""50"",""22"",""20"""
"45,""50"",""451"",""38"""
"47,""50"",""274"",""56"""
"49,""50"",""216"",""42"""
"50,""50"",""23"",""20"""
"48,""50"",""237"",""28"""
"45,""50"",""452"",""39"""
"47,""50"",""275"",""58"""
"49,""50"",""217"",""40"""
"50,""50"",""24"",""21"""
"48,""50"",""238"",""30"""
"45,""50"",""453"",""38"""
"47,""50"",""276"",""61"""
"50,""50"",""25"",""21"""
"49,""50"",""218"",""37"""
"50,""50"",""26"",""21"""
"48,""50"",""239"",""33"""
"45,""50"",""454"",""39"""
"47,""50"",""277"",""61"""
"50,""50"",""27"",""19"""
"49,""50"",""219"",""35"""
"50,""50"",""28"",""19"""
"48,""50"",""240"",""36"""
"45,""50"",""455"",""40"""
"47,""50"",""278"",""62"""
"50,""50"",""29"",""19"""
"49,""50"",""220"",""37"""
"50,""50"",""30"",""20"""
"48,""50"",""241"",""35"""
"45,""50"",""456"",""40"""
"47,""50"",""279"",""64"""
"49,""50"",""221"",""36"""
"50,""50"",""31"",""22"""
"50,""50"",""32"",""22"""
"48,""50"",""242"",""35"""
"45,""50"",""457"",""41"""
"47,""50"",""280"",""64"""
"50,""50"",""33"",""21"""
"49,""50"",""222"",""32"""
"48,""50"",""243"",""36"""
"50,""50"",""34"",""20"""
"45,""50"",""458"",""40"""
"47,""50"",""281"",""67"""
"50,""50"",""35"",""21"""
"49,""50"",""223"",""35"""
"48,""50"",""244"",""36"""
"45,""50"",""459"",""42"""
"50,""50"",""36"",""22"""
"47,""50"",""282"",""69"""
"50,""50"",""37"",""24"""
"49,""50"",""224"",""34"""
"48,""50"",""245"",""37"""
"45,""50"",""460"",""40"""
"50,""50"",""38"",""25"""
"47,""50"",""283"",""71"""
"49,""50"",""225"",""33"""
"50,""50"",""39"",""24"""
"48,""50"",""246"",""41"""
"45,""50"",""461"",""41"""
"50,""50"",""40"",""23"""
"47,""50"",""284"",""74"""
"49,""50"",""226"",""32"""
"48,""50"",""247"",""39"""
"50,""50"",""41"",""23"""
"45,""50"",""462"",""41"""
"50,""50"",""42"",""24"""
"49,""50"",""227"",""28"""
"47,""50"",""285"",""71"""
"48,""50"",""248"",""43"""
"50,""50"",""43"",""24"""
"45,""50"",""463"",""40"""
"50,""50"",""44"",""25"""
"49,""50"",""228"",""28"""
"48,""50"",""249"",""45"""
"47,""50"",""286"",""74"""
"50,""50"",""45"",""26"""
"45,""50"",""464"",""41"""
"48,""50"",""250"",""44"""
"49,""50"",""229"",""29"""
"50,""50"",""46"",""28"""
"47,""50"",""287"",""75"""
"50,""50"",""47"",""30"""
"45,""50"",""465"",""42"""
"48,""50"",""251"",""44"""
"49,""50"",""230"",""30"""
"47,""50"",""288"",""78"""
"50,""50"",""48"",""31"""
"45,""50"",""466"",""45"""
"50,""50"",""49"",""31"""
"49,""50"",""231"",""30"""
"48,""50"",""252"",""43"""
"47,""50"",""289"",""81"""
"50,""50"",""50"",""29"""
"45,""50"",""467"",""45"""
"48,""50"",""253"",""41"""
"50,""50"",""51"",""29"""
"49,""50"",""232"",""30"""
"47,""50"",""290"",""79"""
"50,""50"",""52"",""25"""
"45,""50"",""468"",""48"""
"49,""50"",""233"",""29"""
"48,""50"",""254"",""41"""
"50,""50"",""53"",""25"""
"47,""50"",""291"",""80"""
"45,""50"",""469"",""49"""
"50,""50"",""54"",""27"""
"49,""50"",""234"",""25"""
"48,""50"",""255"",""44"""
"47,""50"",""292"",""79"""
"50,""50"",""55"",""27"""
"38,""40"",""38"",""15"""
"50,""50"",""56"",""26"""
"45,""50"",""470"",""47"""
"49,""50"",""235"",""27"""
"48,""50"",""256"",""43"""
"47,""50"",""293"",""77"""
"49,""50"",""236"",""27"""
"50,""50"",""57"",""24"""
"45,""50"",""471"",""47"""
"48,""50"",""257"",""43"""
"50,""50"",""58"",""22"""
"45,""50"",""472"",""44"""
"49,""50"",""237"",""27"""
"47,""50"",""294"",""79"""
"45,""50"",""473"",""44"""
"48,""50"",""258"",""44"""
"47,""50"",""295"",""79"""
"49,""50"",""238"",""28"""
"47,""50"",""296"",""75"""
"45,""50"",""474"",""44"""
"50,""50"",""59"",""22"""
"48,""50"",""259"",""41"""
"49,""50"",""239"",""29"""
"45,""50"",""475"",""41"""
"50,""50"",""60"",""23"""
"47,""50"",""297"",""73"""
"48,""50"",""260"",""40"""
"49,""50"",""240"",""31"""
"50,""50"",""61"",""23"""
"45,""50"",""476"",""42"""
"47,""50"",""298"",""77"""
"48,""50"",""261"",""40"""
"49,""50"",""241"",""30"""
"50,""50"",""62"",""24"""
"50,""50"",""63"",""23"""
"47,""50"",""299"",""74"""
"45,""50"",""477"",""45"""
"49,""50"",""242"",""31"""
"48,""50"",""262"",""42"""
"50,""50"",""64"",""22"""
"49,""50"",""243"",""29"""
"45,""50"",""478"",""46"""
"47,""50"",""300"",""72"""
"50,""50"",""65"",""25"""
"48,""50"",""263"",""41"""
"50,""50"",""66"",""23"""
"45,""50"",""479"",""47"""
"49,""50"",""244"",""27"""
"47,""50"",""301"",""70"""
"48,""50"",""264"",""44"""
"50,""50"",""67"",""23"""
"50,""50"",""68"",""24"""
"45,""50"",""480"",""48"""
"49,""50"",""245"",""29"""
"47,""50"",""302"",""64"""
"48,""50"",""265"",""49"""
"50,""50"",""69"",""24"""
"49,""50"",""246"",""32"""
"45,""50"",""481"",""47"""
"48,""50"",""266"",""48"""
"47,""50"",""303"",""64"""
"50,""50"",""70"",""24"""
"49,""50"",""247"",""34"""
"50,""50"",""71"",""25"""
"45,""50"",""482"",""49"""
"48,""50"",""267"",""46"""
"47,""50"",""304"",""63"""
"50,""50"",""72"",""26"""
"49,""50"",""248"",""32"""
"47,""50"",""305"",""65"""
"48,""50"",""268"",""45"""
"50,""50"",""73"",""26"""
"45,""50"",""483"",""46"""
"50,""50"",""74"",""24"""
"49,""50"",""249"",""33"""
"45,""50"",""484"",""48"""
"47,""50"",""306"",""66"""
"48,""50"",""269"",""43"""
"50,""50"",""75"",""25"""
"49,""50"",""250"",""37"""
"45,""50"",""485"",""48"""
"50,""50"",""76"",""25"""
"47,""50"",""307"",""62"""
"49,""50"",""251"",""37"""
"48,""50"",""270"",""41"""
"45,""50"",""486"",""44"""
"50,""50"",""77"",""25"""
"50,""50"",""78"",""27"""
"49,""50"",""252"",""37"""
"45,""50"",""487"",""49"""
"47,""50"",""308"",""61"""
"50,""50"",""79"",""26"""
"45,""50"",""488"",""47"""
"47,""50"",""309"",""58"""
"49,""50"",""253"",""41"""
"48,""50"",""271"",""42"""
"50,""50"",""80"",""24"""
"45,""50"",""489"",""46"""
"49,""50"",""254"",""42"""
"50,""50"",""81"",""22"""
"47,""50"",""310"",""60"""
"48,""50"",""272"",""46"""
"50,""50"",""82"",""21"""
"45,""50"",""490"",""43"""
"49,""50"",""255"",""45"""
"47,""50"",""311"",""61"""
"48,""50"",""273"",""49"""
"50,""50"",""83"",""22"""
"45,""50"",""491"",""44"""
"49,""50"",""256"",""47"""
"47,""50"",""312"",""59"""
"50,""50"",""84"",""24"""
"48,""50"",""274"",""47"""
"50,""50"",""85"",""25"""
"45,""50"",""492"",""45"""
"49,""50"",""257"",""49"""
"48,""50"",""275"",""50"""
"47,""50"",""313"",""56"""
"50,""50"",""86"",""22"""
"45,""50"",""493"",""46"""
"49,""50"",""258"",""49"""
"47,""50"",""314"",""53"""
"48,""50"",""276"",""51"""
"50,""50"",""87"",""20"""
"45,""50"",""494"",""48"""
"50,""50"",""88"",""18"""
"47,""50"",""315"",""54"""
"49,""50"",""259"",""53"""
"48,""50"",""277"",""59"""
"50,""50"",""89"",""17"""
"45,""50"",""495"",""49"""
"47,""50"",""316"",""53"""
"49,""50"",""260"",""54"""
"48,""50"",""278"",""63"""
